FileName,FileExt,DateModified,Size_KB,Size_GB,Source,Path,SimplePath,ParentPath,FileNameClean,FileType,year,month,UsiaDokumen,Size_MB,SizeCategory,Source_Class,Path_modified,Folder_Root,Subfolder_L2,Filename,Path_Class,Path_Anomali,Subfolder_L3,Subfolder_L4,Subfolder_L5,Subfolder_L6,Path_Uniform
Runtime,pima,2022-07-16 04:43:00.000000,63871.51,0.0609,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC\Runtime\Runtime.pima,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC\Runtime\Runtime.pima,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC\Runtime,Runtime,audio,2022,7,menengah,62.374521484375,Besar (>1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC/Runtime/Runtime.pima,C:,Users,Runtime.pima,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
Runtime,pimx,2022-07-16 04:43:00.000000,3.93,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC\Runtime\Runtime.pimx,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC\Runtime\Runtime.pimx,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC\Runtime,Runtime,audio,2022,7,menengah,0.003837890625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC/Runtime/Runtime.pimx,C:,Users,Runtime.pimx,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
Runtime,sig,2022-07-16 04:43:00.000000,1.78,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC\Runtime\Runtime.sig,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC\Runtime\Runtime.sig,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC\Runtime,Runtime,audio,2022,7,menengah,0.00173828125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC/Runtime/Runtime.sig,C:,Users,Runtime.sig,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
TCC,pima,2022-07-16 04:42:40.000000,0.19,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC\TCC\TCC.pima,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC\TCC\TCC.pima,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC\TCC,Tcc,audio,2022,7,menengah,0.000185546875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC/TCC/TCC.pima,C:,Users,TCC.pima,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
TCC,pimx,2022-07-16 04:42:40.000000,3.17,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC\TCC\TCC.pimx,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC\TCC\TCC.pimx,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC\TCC,Tcc,audio,2022,7,menengah,0.003095703125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC/TCC/TCC.pimx,C:,Users,TCC.pimx,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
TCC,sig,2022-07-16 04:42:40.000000,1.77,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC\TCC\TCC.sig,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC\TCC\TCC.sig,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC\TCC,Tcc,audio,2022,7,menengah,0.001728515625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC/TCC/TCC.sig,C:,Users,TCC.sig,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
ADBox,pima,2022-06-29 05:24:58.000000,0.19,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\ADBox\ADBox.pima,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\ADBox\ADBox.pima,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\ADBox,Adbox,audio,2022,6,menengah,0.000185546875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/ADBox/ADBox.pima,C:,Users,ADBox.pima,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
ADBox,pimx,2022-06-29 05:24:58.000000,1.33,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\ADBox\ADBox.pimx,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\ADBox\ADBox.pimx,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\ADBox,Adbox,audio,2022,6,menengah,0.001298828125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/ADBox/ADBox.pimx,C:,Users,ADBox.pimx,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
ADBox,sig,2022-06-29 05:24:58.000000,1.77,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\ADBox\ADBox.sig,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\ADBox\ADBox.sig,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\ADBox,Adbox,audio,2022,6,menengah,0.001728515625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/ADBox/ADBox.sig,C:,Users,ADBox.sig,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
CEF64,pima,2022-06-29 05:26:04.000000,0.19,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\CEF64\CEF64.pima,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\CEF64\CEF64.pima,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\CEF64,Cef64,audio,2022,6,menengah,0.000185546875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/CEF64/CEF64.pima,C:,Users,CEF64.pima,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
CEF64,pimx,2022-06-29 05:26:04.000000,3.68,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\CEF64\CEF64.pimx,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\CEF64\CEF64.pimx,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\CEF64,Cef64,audio,2022,6,menengah,0.00359375,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/CEF64/CEF64.pimx,C:,Users,CEF64.pimx,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
CEF64,sig,2022-06-29 05:26:04.000000,1.77,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\CEF64\CEF64.sig,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\CEF64\CEF64.sig,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\CEF64,Cef64,audio,2022,6,menengah,0.001728515625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/CEF64/CEF64.sig,C:,Users,CEF64.sig,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
Core64,pima,2022-07-16 04:39:14.000000,0.19,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\Core64\Core64.pima,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\Core64\Core64.pima,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\Core64,Core64,audio,2022,7,menengah,0.000185546875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/Core64/Core64.pima,C:,Users,Core64.pima,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
Core64,pimx,2022-07-16 04:39:14.000000,1.65,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\Core64\Core64.pimx,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\Core64\Core64.pimx,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\Core64,Core64,audio,2022,7,menengah,0.001611328125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/Core64/Core64.pimx,C:,Users,Core64.pimx,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
Core64,sig,2022-07-16 04:39:14.000000,1.77,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\Core64\Core64.sig,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\Core64\Core64.sig,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\Core64,Core64,audio,2022,7,menengah,0.001728515625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/Core64/Core64.sig,C:,Users,Core64.sig,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
CoreExt64,pima,2022-07-16 04:39:38.000000,0.19,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\CoreExt64\CoreExt64.pima,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\CoreExt64\CoreExt64.pima,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\CoreExt64,Coreext64,audio,2022,7,menengah,0.000185546875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/CoreExt64/CoreExt64.pima,C:,Users,CoreExt64.pima,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
CoreExt64,pimx,2022-07-16 04:39:38.000000,2.81,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\CoreExt64\CoreExt64.pimx,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\CoreExt64\CoreExt64.pimx,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\CoreExt64,Coreext64,audio,2022,7,menengah,0.002744140625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/CoreExt64/CoreExt64.pimx,C:,Users,CoreExt64.pimx,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
CoreExt64,sig,2022-07-16 04:39:38.000000,1.78,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\CoreExt64\CoreExt64.sig,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\CoreExt64\CoreExt64.sig,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\CoreExt64,Coreext64,audio,2022,7,menengah,0.00173828125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/CoreExt64/CoreExt64.sig,C:,Users,CoreExt64.sig,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
HEX64,pima,2022-07-16 04:41:40.000000,0.19,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\HEX64\HEX64.pima,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\HEX64\HEX64.pima,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\HEX64,Hex64,audio,2022,7,menengah,0.000185546875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/HEX64/HEX64.pima,C:,Users,HEX64.pima,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
HEX64,pimx,2022-07-16 04:41:40.000000,1.93,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\HEX64\HEX64.pimx,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\HEX64\HEX64.pimx,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\HEX64,Hex64,audio,2022,7,menengah,0.001884765625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/HEX64/HEX64.pimx,C:,Users,HEX64.pimx,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
HEX64,sig,2022-07-16 04:41:40.000000,1.77,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\HEX64\HEX64.sig,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\HEX64\HEX64.sig,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\HEX64,Hex64,audio,2022,7,menengah,0.001728515625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/HEX64/HEX64.sig,C:,Users,HEX64.sig,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
NGL,pima,2022-06-29 05:28:28.000000,0.19,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\NGL\NGL.pima,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\NGL\NGL.pima,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\NGL,Ngl,audio,2022,6,menengah,0.000185546875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/NGL/NGL.pima,C:,Users,NGL.pima,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
NGL,pimx,2022-06-29 05:28:28.000000,1.65,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\NGL\NGL.pimx,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\NGL\NGL.pimx,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\NGL,Ngl,audio,2022,6,menengah,0.001611328125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/NGL/NGL.pimx,C:,Users,NGL.pimx,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
NGL,sig,2022-06-29 05:28:28.000000,1.77,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\NGL\NGL.sig,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\NGL\NGL.sig,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\NGL,Ngl,audio,2022,6,menengah,0.001728515625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/NGL/NGL.sig,C:,Users,NGL.sig,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
NVP,pima,2022-07-16 04:43:22.000000,0.19,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\NVP\NVP.pima,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\NVP\NVP.pima,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\NVP,Nvp,audio,2022,7,menengah,0.000185546875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/NVP/NVP.pima,C:,Users,NVP.pima,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
NVP,pimx,2022-07-16 04:43:22.000000,2.07,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\NVP\NVP.pimx,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\NVP\NVP.pimx,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\NVP,Nvp,audio,2022,7,menengah,0.002021484375,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/NVP/NVP.pimx,C:,Users,NVP.pimx,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
NVP,sig,2022-07-16 04:43:22.000000,1.77,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\NVP\NVP.sig,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\NVP\NVP.sig,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\NVP,Nvp,audio,2022,7,menengah,0.001728515625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/NVP/NVP.sig,C:,Users,NVP.sig,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
RemoteCoreExts,pima,2022-07-16 04:43:30.000000,0.19,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\RemoteCoreExts\RemoteCoreExts.pima,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\RemoteCoreExts\RemoteCoreExts.pima,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\RemoteCoreExts,Remotecoreexts,audio,2022,7,menengah,0.000185546875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/RemoteCoreExts/RemoteCoreExts.pima,C:,Users,RemoteCoreExts.pima,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
RemoteCoreExts,pimx,2022-07-16 04:43:30.000000,1.74,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\RemoteCoreExts\RemoteCoreExts.pimx,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\RemoteCoreExts\RemoteCoreExts.pimx,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\RemoteCoreExts,Remotecoreexts,audio,2022,7,menengah,0.00169921875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/RemoteCoreExts/RemoteCoreExts.pimx,C:,Users,RemoteCoreExts.pimx,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
RemoteCoreExts,sig,2022-07-16 04:43:30.000000,1.79,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\RemoteCoreExts\RemoteCoreExts.sig,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\RemoteCoreExts\RemoteCoreExts.sig,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\RemoteCoreExts,Remotecoreexts,audio,2022,7,menengah,0.001748046875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/RemoteCoreExts/RemoteCoreExts.sig,C:,Users,RemoteCoreExts.sig,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
TCC64,pima,2022-07-16 04:42:54.000000,0.19,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\TCC64\TCC64.pima,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\TCC64\TCC64.pima,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\TCC64,Tcc64,audio,2022,7,menengah,0.000185546875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/TCC64/TCC64.pima,C:,Users,TCC64.pima,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
TCC64,pimx,2022-07-16 04:42:54.000000,3.18,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\TCC64\TCC64.pimx,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\TCC64\TCC64.pimx,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\TCC64,Tcc64,audio,2022,7,menengah,0.00310546875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/TCC64/TCC64.pimx,C:,Users,TCC64.pimx,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
TCC64,sig,2022-07-16 04:42:54.000000,1.77,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\TCC64\TCC64.sig,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\TCC64\TCC64.sig,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\TCC64,Tcc64,audio,2022,7,menengah,0.001728515625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/TCC64/TCC64.sig,C:,Users,TCC64.sig,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
UPI64,pima,2022-06-29 05:29:56.000000,0.19,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\UPI64\UPI64.pima,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\UPI64\UPI64.pima,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\UPI64,Upi64,audio,2022,6,menengah,0.000185546875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/UPI64/UPI64.pima,C:,Users,UPI64.pima,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
